OverallQual,GrLivArea,2ndFlrSF,BsmtFinSF1,GarageCars,TotRmsAbvGrd,TotalBsmtSF,1stFlrSF,YearBuilt,ExterQual,KitchenQual,BsmtQual
12,0.5555555555555556,0.5434165706094105,0.3588377723970944,0.0974486180014174,0.5,0.3333333333333333,0.1166939443535188,0.3357184684029195,0.2296296296296296,1.0,1.0,0.5
13,0.5555555555555556,0.4559438428146047,0.0,0.089652728561304,0.5,0.3333333333333333,0.0828150572831424,0.4877575165038039,0.2148148148148148,1.0,1.0,0.5
14,0.7777777777777777,0.6311776204450665,0.4348668280871671,0.1651311126860382,0.5,0.4166666666666666,0.17430441898527,0.4479549633018873,0.0296296296296296,0.6666666666666666,0.6666666666666666,0.5
15,0.4444444444444445,0.3843722999154746,0.0,0.1268603827072998,0.5,0.2499999999999999,0.1620294599018003,0.4111920390508712,0.0814814814814814,1.0,1.0,0.5
16,0.5555555555555556,0.4576907613200047,0.2644067796610169,0.0630758327427356,0.25,0.4166666666666666,0.1099836333878887,0.2645693220663756,0.2518518518518519,1.0,1.0,1.0
17,0.5555555555555556,0.5775053562058079,0.3578692493946731,0.0,0.5,0.4166666666666666,0.1587561374795417,0.4034686413257855,0.0148148148148148,0.6666666666666666,0.6666666666666666,0.5
18,0.7777777777777777,0.715445515999996,0.0,0.1956059532246633,0.5,0.5833333333333334,0.4130932896890344,0.7653660282453596,0.2074074074074074,0.6666666666666666,0.6666666666666666,0.5
19,0.4444444444444445,0.6934735684768079,0.4813559322033898,0.0,0.25,0.75,0.162684124386252,0.536333707977922,0.8666666666666667,1.0,1.0,1.0
20,0.5555555555555556,0.5624948762746405,0.3365617433414044,0.1467044649184975,0.5,0.4166666666666666,0.1543371522094926,0.3927855476677186,0.074074074074074,1.0,1.0,0.5
21,0.4444444444444445,0.5232503927636873,0.0,0.0311835577604535,0.5,0.3333333333333333,0.2399345335515548,0.5597604093270605,0.3481481481481481,1.0,0.3333333333333333,1.0
22,0.4444444444444445,0.3836569300489421,0.0,0.1465272856130404,0.5,0.2499999999999999,0.1617021276595744,0.4104267539505666,0.3407407407407407,1.0,1.0,1.0
23,0.5555555555555556,0.5005807050774278,0.288135593220339,0.0,0.25,0.3333333333333333,0.1276595744680851,0.3209693560243951,0.5185185185185185,1.0,0.6666666666666666,1.0
24,0.4444444444444445,0.224482436537984,0.0,0.0979801559177888,0.0,0.0833333333333333,0.1031096563011456,0.2401457931059543,0.2666666666666666,1.0,0.0,0.5
25,0.4444444444444445,0.4283333705483745,0.0,0.1153437278525868,0.5,0.2499999999999999,0.1834697217675941,0.4582205119048637,0.3407407407407407,1.0,1.0,1.0
26,0.6666666666666665,0.6641004788444369,0.3903147699757869,0.1775336640680368,0.75,0.5833333333333334,0.1970540098199673,0.5360589832085907,0.1333333333333333,0.6666666666666666,0.6666666666666666,0.5
27,0.3333333333333333,0.2101586061840943,0.0,0.0616583982990786,0.0,0.2499999999999999,0.0864157119476268,0.2248225114555078,0.6444444444444445,1.0,1.0,1.0
28,0.3333333333333333,0.2847421571030306,0.0,0.0,0.5,0.2499999999999999,0.0981996726677577,0.3046101610565745,0.5925925925925926,1.0,1.0,0.25
29,0.6666666666666665,0.6492070140571409,0.4150121065375303,0.0,0.5,0.4166666666666666,0.1294599018003273,0.4951780160811454,0.1629629629629629,1.0,1.0,0.5
30,0.8888888888888888,0.6032476294724716,0.0,0.2232459248759745,0.75,0.5,0.3008183306055647,0.6453394869243634,0.0222222222222222,0.0,0.0,0.0
31,0.6666666666666665,0.4691214901728271,0.0,0.0,0.75,0.3333333333333333,0.2058919803600654,0.501854639757255,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.0
32,0.6666666666666665,0.7147440478374731,0.6203389830508474,0.1709780297661233,0.5,0.5833333333333334,0.1980360065466448,0.4957898728888619,0.1259259259259259,0.6666666666666666,0.6666666666666666,0.5
33,0.4444444444444445,0.3949327939421079,0.1162227602905569,0.0,0.0,0.3333333333333333,0.1276595744680851,0.3209693560243951,1.0,1.0,1.0,1.0
34,0.7777777777777777,0.4796489002360564,0.0,0.1780652019844082,0.5,0.3333333333333333,0.2073649754500818,0.5131166042920969,0.0592592592592592,0.6666666666666666,0.6666666666666666,0.0
35,0.7777777777777777,0.7643252788234092,0.0,0.2064138908575478,0.5,0.6666666666666666,0.2561374795417349,0.8176563971093542,0.237037037037037,0.6666666666666666,0.6666666666666666,0.5
36,1.0,0.6463220113871042,0.0,0.2455705173635719,0.75,0.4166666666666666,0.3397708674304419,0.691419401981272,0.0,0.0,0.0,0.0
37,0.6666666666666665,0.6354205532102704,0.4290556900726392,0.1527285613040397,0.5,0.5,0.1828150572831424,0.4602406235690748,0.0814814814814814,0.6666666666666666,1.0,0.5
38,0.4444444444444445,0.585891849826977,0.3200968523002421,0.0,0.25,0.5,0.1040916530278232,0.4472605899820565,0.9333333333333332,1.0,0.0,0.25
39,0.7777777777777777,0.7082244270816784,0.6440677966101694,0.0,0.75,0.5833333333333334,0.1870703764320785,0.4655754552205087,0.0222222222222222,0.6666666666666666,0.6666666666666666,0.0
40,0.4444444444444445,0.5208290946149967,0.2198547215496368,0.0,0.25,0.4166666666666666,0.132569558101473,0.4157515321952441,0.4296296296296296,1.0,1.0,0.25
41,0.3333333333333333,0.3036440620276921,0.0,0.0471296952515946,0.0,0.1666666666666666,0.1289689034369885,0.3248309543593866,0.4814814814814815,1.0,1.0,1.0
42,0.5555555555555556,0.3778812870023582,0.0,0.1204819277108433,0.25,0.2499999999999999,0.1590834697217676,0.4042481129775388,0.4518518518518519,1.0,1.0,1.0
43,0.5555555555555556,0.4959192137517219,0.0,0.1273919206236711,0.25,0.2499999999999999,0.1667757774140753,0.5305221857868472,0.362962962962963,1.0,0.0,1.0
44,0.6666666666666665,0.6430695058756135,0.502179176755448,0.0395109851169383,0.25,0.3333333333333333,0.1664484451718494,0.4224893959966,0.5185185185185185,0.6666666666666666,0.6666666666666666,0.5
45,0.3333333333333333,0.4611589290840676,0.2208232445520581,0.068036853295535,0.25,0.2499999999999999,0.1222585924713584,0.3180470762280185,0.4444444444444445,1.0,1.0,1.0
46,0.6666666666666665,0.6757364773374843,0.6179176755447942,0.0531537916371367,0.5,0.5,0.155810147299509,0.4073500430754775,0.0666666666666666,0.6666666666666666,0.6666666666666666,0.5
47,0.3333333333333333,0.4464783877203757,0.0,0.0,0.25,0.2499999999999999,0.1145662847790507,0.4776316052932499,0.6222222222222222,1.0,0.3333333333333333,0.25
48,0.6666666666666665,0.5208290946149967,0.3525423728813559,0.0,0.5,0.5,0.1191489361702127,0.2948601523252225,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
49,0.8888888888888888,0.6362981281541256,0.0,0.0,0.75,0.6666666666666666,0.3276595744680851,0.6806960980733612,0.0148148148148148,0.0,0.0,0.0
50,0.5555555555555556,0.5566152349093754,0.3937046004842615,0.1194188518781006,0.5,0.4166666666666666,0.1276595744680851,0.3296031910321262,0.3259259259259259,1.0,1.0,1.0
51,0.6666666666666665,0.6364733821970692,0.4276029055690072,0.0,0.5,0.5,0.1191489361702127,0.4632507147180638,0.7333333333333334,1.0,0.6666666666666666,0.5
52,0.7777777777777777,0.6766760536626077,0.3777239709443099,0.1543231750531538,0.75,0.6666666666666666,0.2425531914893617,0.5638682743909094,0.037037037037037,0.6666666666666666,0.6666666666666666,0.5
53,0.6666666666666665,0.4524239105046681,0.0,0.1475903614457831,0.5,0.2499999999999999,0.1924713584288052,0.4839919794342435,0.0444444444444444,0.6666666666666666,0.6666666666666666,0.5
54,0.4444444444444445,0.3545651798987554,0.0,0.0,0.5,0.2499999999999999,0.0171849427168576,0.3793051146793593,0.4074074074074074,0.6666666666666666,0.6666666666666666,1.0
55,0.7777777777777777,0.523732669973282,0.0,0.0,0.75,0.3333333333333333,0.2402618657937807,0.5602763376321036,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
56,0.6666666666666665,0.6276025493050348,0.3912832929782082,0.0,0.5,0.5,0.1322422258592471,0.4714885966683613,0.2222222222222222,1.0,1.0,0.5
57,0.4444444444444445,0.5344136306377036,0.2779661016949152,0.0,0.25,0.5,0.1536824877250409,0.3911769018740076,0.6444444444444445,1.0,1.0,1.0
58,0.6666666666666665,0.5134641454898374,0.248910411622276,0.0,0.25,0.4166666666666666,0.1492635024549918,0.3801359236917196,0.6592592592592593,0.6666666666666666,0.6666666666666666,1.0
59,0.4444444444444445,0.4494636398536182,0.0,0.1422749822820694,0.5,0.3333333333333333,0.1810147299509001,0.4808251546515647,0.3259259259259259,1.0,1.0,1.0
60,0.7777777777777777,0.6274228438003089,0.5782082324455206,0.0,0.75,0.5,0.1266775777414075,0.3180470762280185,0.0074074074074074,0.6666666666666666,0.0,0.0
61,0.5555555555555556,0.451242773252289,0.2479418886198547,0.0,0.5,0.4166666666666666,0.1119476268412438,0.2712674323771615,0.6592592592592593,1.0,0.6666666666666666,1.0
62,0.6666666666666665,0.5689152027496265,0.4009685230024213,0.0,0.5,0.5,0.1374795417348609,0.3490142844205128,0.0296296296296296,0.6666666666666666,0.6666666666666666,0.5
63,0.4444444444444445,0.3482900658501044,0.0,0.1243798724309,0.5,0.2499999999999999,0.1463175122749591,0.3725921519047035,0.3037037037037037,1.0,0.6666666666666666,1.0
64,0.4444444444444445,0.4524239105046681,0.0,0.117115520907158,0.5,0.3333333333333333,0.1414075286415712,0.4839919794342435,0.3037037037037037,1.0,0.6666666666666666,1.0
65,0.4444444444444445,0.4662982487034863,0.1627118644067796,0.0574060949681077,0.25,0.3333333333333333,0.1492635024549918,0.3801359236917196,0.5703703703703704,1.0,1.0,1.0
66,0.5555555555555556,0.6047840066038526,0.3283292978208232,0.034727143869596,0.25,0.4166666666666666,0.1702127659574468,0.473763428311714,0.4296296296296296,1.0,1.0,1.0
67,0.8888888888888888,0.5760534327667335,0.0,0.2728561304039688,0.75,0.4166666666666666,0.2785597381342062,0.6162478036884957,0.0,0.0,0.0,0.0
68,0.5555555555555556,0.5372082490832231,0.3661016949152542,0.0772501771793054,0.5,0.2499999999999999,0.1237315875613748,0.3155944859641373,0.0518518518518518,0.6666666666666666,0.6666666666666666,0.5
69,0.4444444444444445,0.3435095839320374,0.0,0.0,0.25,0.2499999999999999,0.0,0.3674781098471249,0.3555555555555555,1.0,1.0,0.75
70,0.4444444444444445,0.4355179498654475,0.0,0.1013465627214741,0.5,0.3333333333333333,0.1872340425531915,0.465906398270139,0.3481481481481481,1.0,1.0,1.0
71,0.6666666666666665,0.608026819678201,0.4765133171912833,0.0,0.75,0.5833333333333334,0.1438625204582651,0.3661887274988169,0.0,0.6666666666666666,0.6666666666666666,0.5
72,0.4444444444444445,0.4524239105046681,0.2092009685230024,0.0623671155209071,0.25,0.3333333333333333,0.1256955810147299,0.3151020547259695,0.4592592592592592,1.0,1.0,1.0
73,0.5555555555555556,0.574386761705187,0.1472154963680387,0.0749468462083628,0.5,0.4166666666666666,0.1932896890343699,0.5396149425789085,0.6148148148148148,1.0,1.0,1.0
74,0.4444444444444445,0.5748041662119587,0.0,0.0,0.25,0.5,0.1865793780687397,0.6149113690336336,0.3333333333333333,1.0,1.0,1.0
75,0.6666666666666665,0.5369762055993728,0.0929782082324455,0.2228915662650602,0.5,0.1666666666666666,0.2180032733224222,0.5234852899665459,0.2296296296296296,0.6666666666666666,0.6666666666666666,0.5
76,0.6666666666666665,0.620342155337005,0.42227602905569,0.1307583274273565,0.5,0.4166666666666666,0.1729950900163666,0.4359737633557197,0.0444444444444444,0.6666666666666666,0.6666666666666666,0.5
77,0.6666666666666665,0.5323030824441433,0.0,0.1222537207654146,0.5,0.3333333333333333,0.2461538461538461,0.5694447542432264,0.0962962962962963,0.6666666666666666,0.6666666666666666,0.5
78,0.7777777777777777,0.8035685699803254,0.5738498789346247,0.144578313253012,0.75,0.5833333333333334,0.3327332242225859,0.6872033413619896,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5
79,0.4444444444444445,0.4763581762415505,0.2731234866828087,0.0552799433026222,0.25,0.2499999999999999,0.1178396072013093,0.2906785257655482,0.4592592592592592,1.0,1.0,1.0
80,0.4444444444444445,0.4812828536188469,0.3254237288135593,0.0,0.25,0.3333333333333333,0.1031096563011456,0.2401457931059543,0.2814814814814815,1.0,1.0,1.0
81,0.4444444444444445,0.4128523101566705,0.0,0.0,0.25,0.1666666666666666,0.1756137479541735,0.4416592540032553,0.6296296296296297,1.0,1.0,1.0
82,0.4444444444444445,0.3040926990928287,0.0,0.0184266477675407,0.25,0.2499999999999999,0.1291325695581014,0.3253108952647219,0.4444444444444445,1.0,1.0,1.0
83,0.5555555555555556,0.5318323567879295,0.2915254237288135,0.0,0.25,0.4166666666666666,0.0985270049099836,0.3751234881196854,0.6222222222222222,1.0,0.6666666666666666,1.0
84,0.1111111111111111,0.3089905156113266,0.0,0.0,0.0,0.1666666666666666,0.0432078559738134,0.3305504589939003,0.5407407407407407,0.3333333333333333,0.3333333333333333,1.0
85,0.6666666666666665,0.4361358544390517,0.0,0.1392629340892983,0.5,0.3333333333333333,0.1420621931260229,0.466567417395646,0.0296296296296296,0.6666666666666666,0.6666666666666666,0.0
86,0.6666666666666665,0.514455043276246,0.3176755447941888,0.0,0.5,0.5,0.0628477905073649,0.3180470762280185,0.0518518518518518,1.0,1.0,0.5
87,0.7777777777777777,0.5655055351144291,0.0,0.2622253720765414,0.5,0.2499999999999999,0.2618657937806874,0.6049639220344205,0.0,0.0,0.6666666666666666,0.0
88,0.4444444444444445,0.4102049617605376,0.0,0.0,0.5,0.3333333333333333,0.17430441898527,0.438827185757642,0.3481481481481481,1.0,1.0,1.0
89,1.0,0.9181036897087962,1.0,0.371367824238129,0.75,0.6666666666666666,0.3921440261865794,0.7480325146306188,0.0814814814814814,0.6666666666666666,0.0,0.0
90,0.4444444444444445,0.4922506594676195,0.2532687651331719,0.0,0.25,0.4166666666666666,0.1196399345335515,0.3398949671741214,0.6518518518518519,1.0,1.0,1.0
91,0.6666666666666665,0.6238094285374096,0.5331719128329298,0.0,0.5,0.5,0.1386252045826514,0.3521548281966784,0.0148148148148148,0.6666666666666666,0.6666666666666666,0.5
92,0.7777777777777777,0.5932931717183068,0.0,0.0,0.75,0.4166666666666666,0.2869067103109656,0.6346904526872947,0.037037037037037,0.6666666666666666,0.6666666666666666,0.5
93,0.5555555555555556,0.4749779549102544,0.0,0.1135719347980156,0.5,0.3333333333333333,0.1957446808510638,0.5081197417886489,0.2296296296296296,1.0,1.0,1.0
94,0.5555555555555556,0.6383954679645014,0.4416464891041162,0.0276399716513111,0.5,0.5,0.1387888707037643,0.4572063978014236,0.2296296296296296,1.0,0.6666666666666666,1.0
95,0.5555555555555556,0.4524239105046681,0.0,0.0591778880226789,0.5,0.3333333333333333,0.1963993453355155,0.4839919794342435,0.0888888888888888,0.6666666666666666,0.6666666666666666,0.5
96,0.7777777777777777,0.5684907872476717,0.4033898305084746,0.0,0.25,0.4166666666666666,0.0962356792144026,0.345847459637834,0.6148148148148148,1.0,0.6666666666666666,1.0
97,0.4444444444444445,0.5917059552431096,0.0,0.0542168674698795,0.5,0.3333333333333333,0.2885433715220949,0.6329924875139588,0.3777777777777777,1.0,1.0,1.0
98,0.6666666666666665,0.4524239105046681,0.2905569007263922,0.0,0.5,0.1666666666666666,0.0981996726677577,0.2216819676793422,0.0444444444444444,0.6666666666666666,0.6666666666666666,0.5
99,0.5555555555555556,0.7511436028271046,0.5849878934624697,0.0873493975903614,0.5,0.5,0.2471358428805237,0.5890570884516353,0.6518518518518519,0.6666666666666666,1.0,0.5
100,0.7777777777777777,0.8024743832791748,0.0,0.2181077250177179,0.5,0.6666666666666666,0.5237315875613748,0.8584673713980333,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5
101,0.8888888888888888,0.7317426819990627,0.2779661016949152,0.0,0.75,0.5833333333333334,0.3523731587561375,0.690141218150016,0.0074074074074074,0.0,0.0,0.5
102,0.3333333333333333,0.6297519246978847,0.3162227602905569,0.1102055279943302,0.5,0.4166666666666666,0.183633387888707,0.5223471436856912,0.6,1.0,0.6666666666666666,1.0
103,0.6666666666666665,0.557273375152135,0.0,0.0035435861091424,0.75,0.4166666666666666,0.2641571194762684,0.596157359643132,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
104,0.5555555555555556,0.4850663151219554,0.0,0.0049610205527994,0.5,0.3333333333333333,0.2153846153846154,0.5189120215836325,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
105,0.3333333333333333,0.5381349039115877,0.2135593220338983,0.0,0.25,0.5833333333333334,0.0,0.4469129249570214,0.4740740740740741,1.0,1.0,0.75
106,0.4444444444444445,0.4018019472209433,0.0,0.0653791637136782,0.25,0.3333333333333333,0.1702127659574468,0.4298378473389532,0.3481481481481481,1.0,1.0,1.0
107,0.4444444444444445,0.5544125485993181,0.2808716707021791,0.0,0.25,0.3333333333333333,0.0872340425531914,0.422860227337527,0.3703703703703704,1.0,1.0,1.0
108,0.5555555555555556,0.6315331483930282,0.4334140435835351,0.0526222537207654,0.5,0.4166666666666666,0.1397708674304419,0.4496853428742611,0.5555555555555556,1.0,1.0,1.0
109,0.3333333333333333,0.4041749814663671,0.0,0.0,0.25,0.3333333333333333,0.1049099836333879,0.4323764610484426,0.9037037037037038,1.0,1.0,0.25
110,1.0,1.0,0.4600484261501211,1.0,0.5,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0
111,0.6666666666666665,0.6598619455388008,0.4556900726392252,0.0788447909284195,0.5,0.5,0.1512274959083469,0.4890044150062782,0.2962962962962963,1.0,0.6666666666666666,1.0
112,0.5555555555555556,0.5208290946149967,0.3525423728813559,0.0,0.5,0.5,0.1191489361702127,0.2948601523252225,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
113,0.4444444444444445,0.4379831185764127,0.0,0.1796598157335223,0.5,0.3333333333333333,0.1885433715220949,0.4685435751663127,0.3407407407407407,1.0,1.0,1.0
114,0.6666666666666665,0.4668647024329235,0.3026634382566586,0.0,0.5,0.2499999999999999,0.102291325695581,0.237130371947273,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
115,0.4444444444444445,0.5395203506372361,0.0,0.0,0.5,0.5,0.0,0.5771656103646157,0.2222222222222222,1.0,1.0,0.75
116,0.4444444444444445,0.492513964487923,0.2169491525423728,0.0,0.25,0.4166666666666666,0.1466448445171849,0.3734378133809342,0.5185185185185185,1.0,1.0,0.5
117,0.4444444444444445,0.3482900658501044,0.0,0.0,0.25,0.2499999999999999,0.1463175122749591,0.3725921519047035,0.3481481481481481,1.0,1.0,1.0
118,0.4444444444444445,0.7305360283727738,0.6276029055690072,0.0885896527285613,1.0,0.8333333333333334,0.2042553191489362,0.5251861168885639,0.2962962962962963,1.0,1.0,1.0
119,0.6666666666666665,0.5198559157936766,0.3578692493946731,0.0797306874557051,0.5,0.3333333333333333,0.1130932896890343,0.2869813107725241,0.0518518518518518,0.6666666666666666,0.6666666666666666,0.5
120,0.4444444444444445,0.4812828536188469,0.3254237288135593,0.0409284195605953,0.25,0.3333333333333333,0.1031096563011456,0.2401457931059543,0.2740740740740741,1.0,1.0,1.0
121,0.4444444444444445,0.5249354942482456,0.0,0.2345854004252303,0.25,0.2499999999999999,0.2351882160392799,0.5615630894775179,0.3037037037037037,1.0,0.0,1.0
122,0.7777777777777777,0.543872140895743,0.0,0.0042523033309709,0.5,0.3333333333333333,0.2543371522094926,0.5818210486215105,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.5
123,0.6666666666666665,0.603632349769712,0.4338983050847457,0.1180014174344436,0.5,0.3333333333333333,0.1545008183306055,0.3931866429391131,0.0592592592592592,0.6666666666666666,0.6666666666666666,0.5
124,0.5555555555555556,0.5399809630440404,0.0,0.0,0.5,0.4166666666666666,0.2158756137479542,0.5776583621961278,0.3407407407407407,0.6666666666666666,0.6666666666666666,1.0
125,0.5555555555555556,0.5132159867434658,0.0,0.08681785967399,0.5,0.4166666666666666,0.2332242225859247,0.5490258483999941,0.3259259259259259,1.0,1.0,1.0
126,0.7777777777777777,0.7987286274882806,0.6072639225181599,0.0758327427356484,0.5,0.6666666666666666,0.1579378068739771,0.6657786530806868,0.5407407407407407,1.0,1.0,0.5
127,0.5555555555555556,0.5629265423177654,0.0,0.1289865343727852,0.5,0.4166666666666666,0.2121112929623568,0.6022049789290227,0.4,0.6666666666666666,0.6666666666666666,1.0
128,0.4444444444444445,0.4979985747920974,0.2905569007263922,0.0834514528703047,0.5,0.3333333333333333,0.1252045826513911,0.3136209046820419,0.2666666666666666,1.0,1.0,1.0
129,0.5555555555555556,0.8203179048250608,0.6973365617433414,0.0453579021970233,0.0,1.0,0.2356792144026187,0.5529885375204495,0.6888888888888889,0.3333333333333333,0.3333333333333333,1.0
130,0.7777777777777777,0.7299984138643656,0.5617433414043583,0.1746987951807229,0.75,0.5,0.2405891980360065,0.5607915635158203,0.074074074074074,0.6666666666666666,0.6666666666666666,0.5
131,0.6666666666666665,0.565933545182912,0.0,0.1746987951807229,0.75,0.3333333333333333,0.2707037643207856,0.6054217966857216,0.0296296296296296,0.6666666666666666,0.6666666666666666,0.5
132,0.5555555555555556,0.3832987018882576,0.2440677966101695,0.0584691708008504,0.25,0.2499999999999999,0.079050736497545,0.1395948531592084,0.2592592592592592,1.0,1.0,1.0
133,0.4444444444444445,0.2945497236830712,0.0,0.1162296243798724,0.5,0.2499999999999999,0.1256955810147299,0.3151020547259695,0.2740740740740741,1.0,1.0,0.5
134,0.5555555555555556,0.4273854013921245,0.0,0.092487597448618,0.25,0.3333333333333333,0.1793780687397708,0.4572063978014236,0.2296296296296296,1.0,1.0,1.0
135,0.7777777777777777,0.7398143869575997,0.3409200968523002,0.2498228206945429,0.5,0.5833333333333334,0.3194762684124386,0.6773054331029389,0.2740740740740741,0.6666666666666666,0.0,0.5
136,0.7777777777777777,0.707221692274167,0.4290556900726392,0.0,0.5,0.5,0.2585924713584288,0.5881002400199136,0.0222222222222222,0.6666666666666666,0.6666666666666666,0.5
137,0.7777777777777777,0.6380467737239015,0.0,0.258681785967399,0.75,0.4166666666666666,0.3057283142389526,0.6825667561243485,0.0074074074074074,0.6666666666666666,0.6666666666666666,0.0
138,0.4444444444444445,0.42801766300538,0.0,0.0364989369241672,0.0,0.3333333333333333,0.1833060556464812,0.4578827757350709,0.0,1.0,1.0,0.5
139,0.6666666666666665,0.6980668303424507,0.5791767554479419,0.0,0.25,0.6666666666666666,0.1689034369885433,0.4861930936345571,0.5185185185185185,1.0,1.0,1.0
140,0.6666666666666665,0.7739582846218203,0.5230024213075061,0.0,0.5,0.75,0.11620294599018,0.6574957790109042,0.3185185185185185,0.6666666666666666,0.6666666666666666,0.5
141,0.3333333333333333,0.4547744193415424,0.0,0.0269312544294826,0.5,0.2499999999999999,0.1276595744680851,0.3526013572787323,0.6222222222222222,1.0,1.0,1.0
142,0.4444444444444445,0.5041643130744138,0.0,0.1897590361445783,0.5,0.3333333333333333,0.2273322422258592,0.5393425903878559,0.237037037037037,1.0,1.0,0.5
143,0.5555555555555556,0.4521289957077239,0.0,0.0531537916371367,0.5,0.2499999999999999,0.1962356792144026,0.4836764868331156,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5
144,0.5555555555555556,0.5299431652300703,0.0,0.2126151665485471,0.5,0.3333333333333333,0.2420621931260229,0.5669201728114759,0.0666666666666666,1.0,0.6666666666666666,0.5
145,0.3333333333333333,0.5003233385484722,0.2585956416464891,0.0558114812189936,0.25,0.3333333333333333,0.1374795417348609,0.3490142844205128,0.6592592592592593,0.3333333333333333,1.0,1.0
146,0.4444444444444445,0.3599660524161865,0.0,0.0,0.25,0.2499999999999999,0.1512274959083469,0.3850828353516986,0.2444444444444444,1.0,1.0,0.5
147,0.4444444444444445,0.6882149200391061,0.4430992736077482,0.0,0.5,0.6666666666666666,0.1083469721767594,0.548228306791561,0.7925925925925926,1.0,1.0,1.0
148,0.4444444444444445,0.4257997856560731,0.0,0.1075478384124734,0.25,0.2499999999999999,0.1821603927986906,0.4555101450594816,0.437037037037037,0.6666666666666666,0.6666666666666666,1.0
149,0.5555555555555556,0.6057408648514304,0.4024213075060532,0.0949681077250177,0.5,0.4166666666666666,0.1345335515548281,0.4224893959966,0.3185185185185185,1.0,0.6666666666666666,1.0
150,0.7777777777777777,0.574386761705187,0.0,0.0,0.75,0.4166666666666666,0.2772504091653028,0.6144648399515797,0.0148148148148148,0.6666666666666666,0.6666666666666666,0.5
151,0.3333333333333333,0.3362155053427145,0.0,0.0664422395464209,0.5,0.2499999999999999,0.1414075286415712,0.3596750838517542,0.2888888888888889,1.0,0.6666666666666666,1.0
152,0.5555555555555556,0.4608712102569452,0.3234866828087167,0.0504961020552799,0.5,0.2499999999999999,0.0918166939443535,0.1962479351728845,0.2148148148148148,1.0,1.0,0.5
153,0.6666666666666665,0.5251755690986175,0.324455205811138,0.0,0.5,0.4166666666666666,0.0628477905073649,0.3324379110518198,0.1037037037037037,1.0,1.0,0.5
154,0.4444444444444445,0.4251635439765659,0.2397094430992736,0.0418143160878809,0.25,0.2499999999999999,0.1008183306055646,0.2316413149113554,0.4962962962962963,1.0,1.0,1.0
155,0.4444444444444445,0.5447815251457646,0.2469733656174334,0.1027639971651311,0.25,0.3333333333333333,0.1494271685761047,0.4327377339667007,0.4666666666666667,1.0,1.0,1.0
